identifier	dna_number	gene_name	forward_primers	reverse_primers
SEQID00005709	2092	COI	LC1490	HC2198
SEQID00006700	1240	COI	JER, B1490	B2232, PAT
SEQID00005813	0387	28S	D1	D33-
SEQID00004373	2578	28S	D1	D3
SEQID00000341	2853	COI	B1490	BCOI2R
SEQID00006422	3598	28S	D1	D3
SEQID00001780	1777	AS		
SEQID00003220	2716	TOPO	TP675F	TP932R
SEQID00003648	2623	28S	D1, D1	D3, D3
SEQID00003316	2188	CAD	CD806F	1098R2
SEQID00003378	2370	CAD	CD806F	1098R2
SEQID00001621	3984	WG	WG578F	WGABR
SEQID00004081	1992	ARGK	AK183F	AK933R
SEQID00002939	1433	ARGK	AK270F	AK950R
SEQID00006188	3597	CAD	CD821F, CD439F	CD668R, C1098R2
SEQID00002131	1681	TOPO	TP675F	TP932R
SEQID00001046	0818	TOPO	TP675F	TP932R
SEQID00005061	2242	COI	B1490	BCOI2R
SEQID00005857	2265	ARGK	AK270F	AK950R
SEQID00004198	1359	WG	WG578F	WGABR
SEQID00005680	2379	WG	WG550F	WGABRZ
SEQID00002319	1318	WG	WG578F	WGABR
SEQID00003762	2583	28S	D1	D3
SEQID00004299	2074	ARGK	AK270F, AK168F	AK939R, AK950R
SEQID00000423	1897	AS		
SEQID00001457	2369	28S	D1	D3
SEQID00003756	1451	TOPO	TP675F	TP932R
SEQID00003498	1319	WG	WG550F, WG578F	WGABRZ, WGABRZ
SEQID00004776	0449	COI	B1490, JERRY, JER	PAT, B2232, PAT
SEQID00002535	2090	28S	D1, NLF184, D1	D3AR, D3, D3
SEQID00001465	1348	ARGK	AK270F	AK950R
SEQID00001110	1930	28S	D1	D3
SEQID00001969	2080	CAD	CD439F, 806F	CD688R, 1098R
SEQID00004366	1507	28S	D1	D3
SEQID00005723	0734	WG		WG2, WGB
SEQID00002637	3076	WG	WG550F	WGABRZ
SEQID00000340	1305	COI	LC1490	HC2198
SEQID00000099	2844	TOPO	TP675F	TP932R
SEQID00006248	1831	WG	WG578F	WGABR
SEQID00003363	1466	ARGK	AK270F	AK950R
SEQID00005335	0334	28S	NLF184	D3AR
SEQID00001190	1302	ARGK	AK183F, AK260F	AK933R, AK950R
SEQID00001865	2804	ARGK	AK183F	AK933R
SEQID00004877	2981	ARGK	AK183F	AK933R
SEQID00006402	2392	28S	D1	D3
SEQID00003777	2585	CAD	CD806F	1098R2
SEQID00006393	2144	WG	WG550F, WG578F	WGABR, WGABRZ
SEQID00004549	2104	COI	B1490	BCOI2R
SEQID00004688	3160	ARGK	AK183F	AK933R
SEQID00005191	2563	COI	B1490	BCOI2R
SEQID00003457	0126	18S		
SEQID00005048	2009	COI	LC1490	HC2198
SEQID00004909	0995	WG		WGB, WG2
SEQID00002600	0267	MSP	MSP2F	MSP1R
SEQID00003547	3983	COI		
SEQID00002907	0167	WG		
SEQID00006578	2896	CAD	CD806F, CD439F	CD1098R2, CD668R
SEQID00006443	4290	CAD	CD806F	CD1098R2
SEQID00002927	2154	COI	LCO1490	HCO2198
SEQID00004426	2208	28S	D1	D3
SEQID00002453	2162	TOPO	TP675F	TP932R
SEQID00001277	1420	WG	WG578F	WGABR
SEQID00002825	0314	CAD	CD439F, CD821F	C1098R2, CD688R
SEQID00004156	2381	COI	LCO1490	HCO2198
SEQID00004507	1421	WG	WG578F	WGABR
SEQID00005979	0866	18S		
SEQID00001143	3092	WG	WG578F, WG578F	WGABR, WGABR
SEQID00005908	1801	TOPO	TP675F	TP932R
SEQID00003568	1037	28S		
SEQID00001651	1471	28S	D1	D3
SEQID00006329	2049	CAD	806F	1098R
SEQID00005914	2576	WG	WG550F	WGABRZ
SEQID00003105	2785	CAD	CD806F	C1098R2
SEQID00001006	0664	WG	WG1	WG2, WGB, WGB, WG2, WG2
SEQID00002230	2043	COI	B1490	BCOI2R
SEQID00003706	1202	WG	WG578F, B5WG1	WGABR, B3WG2
SEQID00001798	0592	CAD	C806F3, CD439F	C1129R, CD668R
SEQID00002885	1930	TOPO	TP675F	TP932R
SEQID00000429	2187	CAD	CD806F, CD439F, CD806F	CD1098R2, CD1098R2, CD668R
SEQID00002436	1530	ARGK	AK270F	AK950R
SEQID00000630	0611	28S	D1	D33-
SEQID00001423	1980	MSP	MSP2F	MSP1R
SEQID00002222	2563	CAD	CD806F	1098R2
SEQID00000290	1759	TOPO	TP675F, TP643F	TP932R, TP932R
SEQID00003647	2085	COI	B1490	BCOI2R
SEQID00006541	1848	WG	WG578F	WGABR
SEQID00001064	2380	28S	D1	D3
SEQID00000246	2438	ARGK	AK183F	AK933R
SEQID00002788	2508	ARGK	AK168F	AK939R
SEQID00006444	0895	COI	LC1490, JERRY	PAT, HC2198
SEQID00001741	1397	28S	D1	D33
SEQID00006590	2565	28S	NLF184	D3AR
SEQID00000676	1964	WG	WG578F	WGABR
SEQID00006681	2699	CAD	806F	1098R2
SEQID00005244	1492	COI	JER, B1490	B2232, PAT
SEQID00004960	1834	28S	D1	D3
SEQID00001670	1741	MSP	MSP2F	MSP1R
SEQID00002607	3922	WG	WG550F	WGABRZ
SEQID00005035	2816	28S	D1	D3
SEQID00003609	1740	TOPO	TP675F	TP932R
SEQID00002790	1929	COI	LC1490	HC2198
SEQID00003517	2050	ARGK	AK270F	AK950R
SEQID00000735	0595	TOPO	TP643F, TP675F	TP932R, TP932R
SEQID00000556	2170	28S	D1	D3
SEQID00003284	0776	CAD	C1031F, CD821F	C1098R, C1231R
SEQID00004689	2382	CAD	CD806F, CD806F	C1098R2, C1098R2
SEQID00001414	1170	WG	WG578F	WGABR
SEQID00006384	3525	18S	18SAI, 518S, 18SBI, 760F	909R, 18L
SEQID00001370	0251	18S		
SEQID00006461	0544	WG		
SEQID00003984	2342	TOPO	TP675F	TP932R
SEQID00005541	2982	WG	WG550F	WGABRZ
SEQID00002293	0811	CAD	CD806F	1098R2
SEQID00002979	2457	COI	LCO1490	HCO2198
SEQID00005052	2679	ARGK	AK168F	AK939R
SEQID00003588	2807	MSP	MSP2F	MSP1R
SEQID00003513	2132	COI	B1490	BCOI2R
SEQID00000236	2651	28S	NLF184, NLF184	D3AR, D3AR
SEQID00003567	0540	WG	WG550F	WGABRZ
SEQID00003162	1625	WG	WG578F, WGYF	WGABR, WGABR
SEQID00001946	1319	ARGK	AK260F	AK950R
SEQID00003010	2948	MSP	MSP2F	MSP1R
SEQID00006386	3974	WG		
SEQID00005364	2485	28S	D1	D3
SEQID00003389	2935	28S	D1	D3
SEQID00003785	2301	WG	WG550F	WGABRZ
SEQID00006759	1780	WG	WG550F, B5WG1, WG578F	WGABRZ, WGABR, B3WG2
SEQID00002582	1123	28S	D1	D33
SEQID00002029	1843	COI	B1490, JER	PAT, B2232
SEQID00006025	1214	18S	518S, 18SAI, 18SBI, 760F	18L, 909R
SEQID00000897	2333	CAD	C806F3	C1129R
SEQID00003409	3597	CAD	CD821F, CD439F	CD668R, C1098R2
SEQID00002963	1814	TOPO	TP675F	TP932R
SEQID00006011	2101	28S	D1, D1	D3, D3
SEQID00000993	1514	ARGK	AK270F	AK950R
SEQID00002346	2414	ARGK	AK168F	AK939R
SEQID00002291	1650	COI	JER, B1490	B2232, PAT
SEQID00001314	1834	COI	B1490, JER	PAT, B2232
SEQID00002606	2934	18S	518S, 760F, 18SAI, 18SBI	909R, 18L
SEQID00005064	1752	28S	D1	D3
SEQID00003094	1497	WG	WG578F	WGABR
SEQID00001009	2418	CAD	CD806F, CD439F, CD806F	CD1098R2, CD1098R2, CD668R
SEQID00005621	2855	CAD	CD439F, CD439F, CD806F, CD806F	CD1098R2, CD1098R2, CD668R, CD668R
SEQID00005922	0755	WG		WG2, WGB
SEQID00001516	2514	COI	LC1490	HC2198
SEQID00002219	1866	COI	B1490, JER	B2232, PAT
SEQID00003084	2412	MSP	MSP2F	MSP1R
SEQID00002718	0988	WG	WG550F	WGABRZ
SEQID00002369	1816	MSP	MSP2F	MSP1R
SEQID00003227	2194	28S	D1	D3
SEQID00000080	2079	28S	D1	D3
SEQID00005432	2168	28S	D1, D1	D3, D3
SEQID00003520	1691	POL2	PL859F	P1097R
SEQID00002472	3205	COI	LC1490, LC1490	HC2198, HC2198
SEQID00006103	0164	WG		
SEQID00000271	2412	28S	D1	D3
SEQID00004135	1129	COI	JER, B1490	BCOI2R, PAT
SEQID00003910	0444	TOPO	TP675F, TP675F	TP932R, TP932R
SEQID00000926	2048	COI	B1490	BCOI2R
SEQID00002259	0723	28S	D1	D33-
SEQID00000877	3526	ARGK	AK183F	AK933R
SEQID00000057	1303	CAD	CD821F	C1098R
SEQID00005675	2876	CAD	CD806F, CD806F	CD1098R2, CD1098R2
SEQID00001038	1348	18S	18SAI, 518S, 760F, 18SBI	18L, 909R
SEQID00002130	3291	28S	D1	D3
SEQID00002948	2920	28S	NLF184	D3AR
SEQID00002827	1756	ARGK	AK270F	AK950R
SEQID00001335	1480	WG	WG578F, WG578F	WGABR, WGABR
SEQID00003733	2371	COI	B1490	BCOI2R
SEQID00000625	1797	18S	18SBI, 18SAI, 760F, 518S	18L, 909R
SEQID00005578	1416	TOPO	TP675F	TP932R
SEQID00002960	1535	28S	D1	D3
SEQID00003678	0592	CAD	C806F3, CD439F	C1129R, CD668R
SEQID00002471	1386	18S	18SAI, 760F, 18SBI, 518S	909R, 18L
SEQID00006337	1710	18S	518S, 518S, 18SAI, 760F, 760F, 18SBI, 18SBI, 18SAI, 518S	909R, 18L, 909R, 909R
SEQID00004091	0774	28S	D1	D33-
SEQID00000674	0642	WG		
SEQID00003960	2430	ARGK	AK183F	AK933R
SEQID00000275	4081	ARGK	AK168F	AK939R
SEQID00002054	1343	28S	D1	D3
SEQID00000015	1067	28S	D1	D33-
SEQID00006370	1740	CAD	791F2	1098R
SEQID00006694	1436	28S	D1	D3
SEQID00000815	2623	CAD	CD806F, CD439F, CD806F	CD668R, CD1098R2, CD1098R2
SEQID00004951	0842	WG	5WGB, WG578F, 5WGB	B3WG2, B3WG2, WGABR
SEQID00000997	1574	WG	WG578F	WGABR
SEQID00003687	2501	TOPO	TP643F, TP675F	TP932R, TP932R
SEQID00000243	1757	TOPO	TP675F	TP932R
SEQID00004711	3611	WG	WG578F	WGABR
SEQID00000399	1798	COI	B1490, JER	B2232, PAT
SEQID00003593	3598	CAD	CD439F, CD821F	CD668R, C1098R2
SEQID00004856	1206	28S	D1	D33
SEQID00000316	1769	MSP	MSP2F	MSP1R
SEQID00003721	2704	TOPO	TP675F	TP932R
SEQID00001363	1896	WG	WG578F, WG550F	WGABR, WGABRZ
SEQID00006495	1648	28S	D1	D3
SEQID00005235	1565	COI	B1490, JER	PAT, B2232
SEQID00000376	1921	28S	D1	D3
SEQID00005581	2204	ARGK	AK270F	AK950R
SEQID00001607	2062	CAD	CD821F	C1098R2
SEQID00003845	0684	28S	D1	D33-
SEQID00001245	2650	TOPO	TP643F	TP932R
SEQID00005399	0649	28S	D1	D33-
SEQID00003229	2384	WG	WG578F	WGABR
SEQID00001810	1321	ARGK	AK270F	AK950R
SEQID00002199	2483	CAD	791F2	1098R2
SEQID00004384	1549	COI	JER, B1490	B2232, PAT
SEQID00004849	2957	ARGK	AK168F	AK939R
SEQID00006338	4625	CAD	CD439F, CD806F, CD821F	C1098R2, CD668R, C1098R2
SEQID00005459	0988	CAD	C806F3, CD439F, CD806F, CD806F	C1129R, CD1098R2, CD668R, CD1098R2
SEQID00002307	1202	COI	B1490, JER	B2232, PAT
SEQID00000292	3076	28S	NLF184	D3AR
SEQID00003282	0446	28S	D1, D1	D33-, D3
SEQID00000850	2146	CAD	791F2	1098R2
SEQID00003255	1532	WG	B5WG1	B3WG2
SEQID00005886	0978	WG		WGB, WG2, WG2, WGB
SEQID00000151	3916	TOPO	TP675F	TP932R
SEQID00001965	2832	CAD	CD439F, CD806F, CD439F, CD806F	CD1098R2, CD668R, CD1098R2, CD668R
SEQID00001179	1559	COI	B1490, JER	PAT, B2232
SEQID00003135	1302	28S	D1	D3
SEQID00003023	2884	CAD	CD806F, CD439F, CD806F	CD668R, CD1098R2, CD1098R2
SEQID00005333	3159	28S	NLF184	D3AR
SEQID00005580	2967	WG	WG578F, WG550F	WGABRZ, WGABR
SEQID00004231	1281	TOPO	TP675F	TP932R
SEQID00000485	1700	WG	WG578F	WGABR
SEQID00001324	2481	28S	D1	D3
SEQID00003537	3775	28S	D1, NLF184	D3, D3AR
SEQID00005476	1400	TOPO	TP675F	TP932R
SEQID00000540	2848	ARGK	AK183F	AK933R
SEQID00005766	2807	ARGK	AK183F, AK183F	AK933R, AK933R
SEQID00004132	1718	COI	LC1490	HC2198
SEQID00000173	2236	COI	LC1490	HC2198
SEQID00001152	2358	TOPO	TP675F	TP932R
SEQID00004644	2041	COI	LC1490	HC2198
SEQID00006307	2853	CAD	CD806F	C1098R2
SEQID00004809	1491	28S	D1	D33-
SEQID00003622	1349	WG	TRWG1F, B5WG1	B3WG2, BWGA2R
SEQID00002613	1689	CAD	806F	1098R
SEQID00000742	1348	WG	WG578F	WGABR
SEQID00003812	1684	COI	JER	PAT
SEQID00004970	1305	18S	518S, 760F, 18SBI, 18SAI	18L, 909R
SEQID00006670	2263	COI	LC1490	HC2198
SEQID00000611	1833	COI	JER, B1490	B2232, PAT
SEQID00005568	2271	CAD	CD821F, CD821F, 806F	C1231R, 1098R, C1098R
SEQID00002452	1865	WG	WG578F	WGABR
SEQID00000218	1320	TOPO	TP675F	TP932R
SEQID00000597	2851	WG	WG578F, WG578F	WGABR, WGABR
SEQID00005685	3974	TOPO		
SEQID00001985	1500	WG	WG578F	WGABR
SEQID00002565	0741	28S	D1	D33-
SEQID00001758	0911	18S		
SEQID00004964	1751	28S	D1, D1	D3, D3
SEQID00002944	1327	WG	WG578F	WGABR
SEQID00006083	1658	CAD	338F, 791F2, 806F, 581F4	843R, 680R2, 1098R, 843R
SEQID00000143	2167	COI	B1490	BCOI2R
SEQID00003188	2837	CAD	CD806F	C1098R2
SEQID00002028	2011	WG	WG578F	WGABR
SEQID00000830	1844	COI	JER, B1490	B2232, PAT
SEQID00005214	2010	COI	B1490	BCOI2R
SEQID00005480	2105	TOPO	TP675F	TP932R
SEQID00004916	2440	28S	NLF184, NLF184	D3AR, D3AR
SEQID00003470	0877	WG	WG578F, 5WGB, B5WG1	WGABR, B3WG2, B3WG2
SEQID00001251	1755	28S	D1	D3
SEQID00002942	1303	COI	B1490	BCOI2R
SEQID00006310	2893	CAD	CD806F, CD806F	CD1098R2, CD1098R2
SEQID00006138	1442	CAD	791F2	1098R2
SEQID00002460	2831	28S	28SS1F, 28SS1F	28SS2R, 28SS1R
SEQID00002912	3939	ARGK	AK183F	AK933R
SEQID00002928	1340	CAD	CD806F	C1098R2
SEQID00000278	2192	28S	D1	D3
SEQID00000141	2327	28S	D1	D3
SEQID00001461	2938	28S	NLF184	D3AR
SEQID00005937	2869	28S	NLF184, NLF184	D3AR, D3AR
SEQID00004457	1927	CAD	806F	1098R
SEQID00002590	1689	TOPO	TP675F, TP675F, TP675F	TP932R, TP932R, TP932R
SEQID00002759	1473	CAD	791F2	1098RA
SEQID00006152	2913	MSP	MSP2F	MSP1R
SEQID00004332	2759	CAD	CD439F, CD806F	1098R2, CD688R
SEQID00006767	1258	28S	D1	D3
SEQID00001325	2168	TOPO	TP675F	TP932R
SEQID00005114	1183	28S	D1	D3
SEQID00006163	1236	WG	WG578F	WGABR
SEQID00003698	1987	COI	LC1490	HC2198
SEQID00004141	1470	ARGK	AK270F	AK950R
SEQID00005409	2019	CAD	CD806F	1098R2
SEQID00004276	2491	TOPO	TP675F	TP932R
SEQID00005869	1681	WG	TRWG1F	BWGA2R
SEQID00005498	2384	TOPO	TP643F, TP675F	TP932R, TP932R
SEQID00000343	2675	COI	B1490	BCOI2R
SEQID00000081	0676	ARGK	AK270F	AK950R
SEQID00000875	2003	TOPO	TP675F	TP932R
SEQID00004111	1931	TOPO	TP675F	TP932R
SEQID00004533	3978	ARGK		
SEQID00001269	2916	WG	WG578F	WGABR
SEQID00001942	3080	28S	D1	D3
SEQID00002604	0354	WG		
SEQID00006715	2913	WG	WG578F, WG578F	WGABR, WGABR
SEQID00001132	1423	TOPO	TP675F	TP932R
SEQID00005612	1327	28S	D1	D3
SEQID00004939	2918	ARGK	AK183F	AK933R
SEQID00001890	1842	28S	D1	D3
SEQID00000224	1720	28S	D1	D3
SEQID00002417	1003	28S		
SEQID00004116	1721	WG	WGYF	WGABR
SEQID00002095	1725	TOPO	TP675F	TP932R
SEQID00005457	2414	TOPO	TP675F	TP932R
SEQID00001000	2154	28S	D1	D3
SEQID00001109	2337	COI	LC1490, B1490	HC2198, BCOI2R
SEQID00004295	1077	18S		
SEQID00004165	2382	ARGK	AK183F	AK933R
SEQID00002865	1929	TOPO	TP675F	TP932R
SEQID00006219	2916	ARGK	AK183F	AK933R
SEQID00002521	1572	WG	WGYF	WGABR
SEQID00002404	2082	18S	18SBI, 18SAI, 518S, 760F	18L, 909R
SEQID00000593	1360	TOPO	TP675F	TP932R
SEQID00002098	2622	WG	WG578F	WGABR
SEQID00000039	0862	28S	D1MOD	D33
SEQID00000895	1714	ARGK	AK270F	AK950R
SEQID00006413	0972	WG		WGB, WG2
SEQID00002736	2657	TOPO	TP675F, TP675F	TP932R, TP932R
SEQID00002789	1716	COI	LC1490	HC2198
SEQID00001327	0585	WG	WG1	WG2, WG2, WGB
SEQID00003566	2333	ARGK	AK168F	AK939R
SEQID00001472	1937	28S	D1	D3
SEQID00002380	1903	WG	WG578F	WGABR
SEQID00004554	2657	COI	B1490	BCOI2R
SEQID00004921	0694	WG	WG1	WGB, WG2, WG2
SEQID00000483	1534	18S	18SBI, 18SAI, 518S, 760F	18L, 909R
SEQID00001012	2015	WG	B5WG1	B3WG2
SEQID00005667	1816	COI	B1490	BCOI2R
SEQID00002514	1398	CAD	806F	1098R
SEQID00001035	0745	WG	WG1	WG2, WGB, WG2
SEQID00006392	2039	CAD	CD806F	1098R2
SEQID00002564	1509	WG	WGYF	WGABR
SEQID00004636	3021	18S		
SEQID00002757	4393	ARGK	AK183F	AK933R
SEQID00000360	2245	TOPO	TP675F	TP932R
SEQID00000631	1490	28S	D1	D3
SEQID00003857	3812	CAD	CD439F, CD806F	CD688R, C1098R2
SEQID00005486	2930	18S	18SBI, 518S, 760F, 18SAI	18L, 909R
SEQID00002303	2562	28S	NLF184	D3AR
SEQID00005742	2491	CAD	791F2	1098R2
SEQID00005258	2041	CAD	CD821F	C1098R
SEQID00004307	2421	COI	LC1490	HC2198
SEQID00003219	2219	18S	18SBI, 18SBI, 18SAI, GNAF2, 518S, 760F, 18SAI	18L, 909R, GNAR
SEQID00000873	2418	ARGK	AK183F	AK933R
SEQID00000050	1799	COI	JER, B1490	PAT, B2232
SEQID00000867	1723	ARGK	AK183F	AK933R
SEQID00003988	2651	ARGK	AK183F	AK933R
SEQID00002732	1939	WG	WG578F	WGABR
SEQID00002861	4625	18S	760F, 18SBI, 18SAI, 518S	909R, 18L
SEQID00003187	2934	CAD	CD806F, CD439F	CD688R, CD1098R2
SEQID00003012	1427	TOPO	TP675F	TP932R
SEQID00000067	0168	28S	D1	D33-
SEQID00001102	3009	CAD	CD806F	C1098R2
SEQID00002543	2133	TOPO	TP675F	TP932R
SEQID00005325	2200	28S	D1	D3
SEQID00006383	2894	28S	NLF184, NLF184	D3AR, D3AR
SEQID00003529	1561	COI	B1490, JER	PAT, B2232
SEQID00004616	1547	POL2	PL859F	P1097R
SEQID00002349	2068	CAD	CD338F, CD439F, 806F	CD688R, 1098R, CD688R
SEQID00006487	0756	28S	D1	D33-
SEQID00003933	1302	TOPO	TP675F, TP675F	TP932R, TP932R
SEQID00002135	2312	ARGK	AK260F	AK950R
SEQID00002947	2145	TOPO	TP675F	TP932R
SEQID00000488	2204	28S	D1	D3
SEQID00004160	1939	28S	D1	D3
SEQID00006401	1452	ARGK	AK270F	AK950R
SEQID00001746	2155	COI	B1490, B1490	HC2198, BCOI2R
SEQID00004731	1745	ENOLASE		
SEQID00005974	2879	CAD	CD439F	CD668R
SEQID00005402	2440	CAD	CD806F, CD439F, CD806F	CD1098R2, CD1098R2, CD668R
SEQID00000301	1430	ARGK	AK270F	AK950R
SEQID00003323	1707	18S	18SAI, 518S, 760F, 18SBI	909R, 18L
SEQID00002479	1549	28S	D1	D3
SEQID00004505	2540	28S	D1	D3
SEQID00004598	1075	ARGK	AK183F	AK933R
SEQID00006145	1120	CAD	791F2	1098RA
SEQID00002970	1518	28S	D1	D3
SEQID00004808	3812	28S	NLF184	D3AR
SEQID00001848	1869	WG	WG578F	WGABR
SEQID00002250	2162	CAD	CD806F	C1098R2
SEQID00002065	0862	18S	18SBI, 18SAI, 518S, 515F	519R, 18L
SEQID00000494	1415	TOPO	TP675F	TP932R
SEQID00002690	1973	CAD	CD806F	C1098R2
SEQID00003069	1630	CAD	338F, 806F, 581F4	680R2, 843R, 1098R
SEQID00004672	1558	COI	B1490, JER	B2232, PAT
SEQID00005461	2802	ARGK	AK183F	AK933R
SEQID00006486	1961	POL2	PL859F, PL859F	P1097R, P1097R
SEQID00004541	1776	WG	B5WG1, WG578F	WGABR, B3WG2
SEQID00001754	1539	28S	D1, D1	D3, D3
SEQID00003779	1952	28S	D1	D3
SEQID00000968	1429	TOPO	TP675F	TP932R
SEQID00000195	1801	28S	D1	D3
SEQID00000948	1725	COI	LC1490	HC2198
SEQID00004028	2677	ARGK	AK183F	AK933R
SEQID00004703	1445	ARGK	AK270F	AK950R
SEQID00005840	3636	ARGK	AK183F	AK933R
SEQID00004429	0325	18S		
SEQID00006656	1258	COI	B1490, JER	PAT, B2232
SEQID00000369	2872	28S	NLF184, NLF184	D3AR, D3AR
SEQID00000405	2346	28S	D1	D3
SEQID00001042	1669	COI	JER, B1490	PAT, B2232
SEQID00000355	1094	28S		
SEQID00003778	2122	TOPO	TP675F	TP932R
SEQID00001406	2564	CAD	CD806F	1098R2
SEQID00000829	2165	COI	B1490, JER	BCOI2R, PAT
SEQID00003202	2371	28S	D1	D3
SEQID00006233	2497	28S	D1	D3
SEQID00003613	1817	ARGK	AK270F	AK950R
SEQID00000422	1132	CAD	806F	1098R
SEQID00004382	2249	28S		
SEQID00005138	1958	ARGK	AK270F	AK950R
SEQID00001845	1536	ARGK	AK270F	AK950R
SEQID00006508	1366	18S	18SBI, 760F, 518S, 18SAI	18L, 909R
SEQID00002843	2248	TOPO	TP675F	TP932R
SEQID00005186	1542	28S	D1	D3
SEQID00005528	1038	28S		
SEQID00001372	0660	WG	WG1	WG2
SEQID00000157	1511	28S	D1	D3
SEQID00003466	0267	18S		
SEQID00006588	2804	COI	LC1490	HC2198
SEQID00000552	0752	WG		WG2, WGB, WGB, WG2
SEQID00005768	1493	CAD	581F4, 338F, 791F2	1098R, 680R2, 843R
SEQID00004450	1282	COI	LC1490, JER	PAT, HC2198
SEQID00002057	1281	28S	D1	D3
SEQID00002504	2791	28S	NLF184	D3AR
SEQID00005107	3062	ARGK	AK183F	AK933R
SEQID00002650	0673	28S	D1	D33-
SEQID00004259	1349	MSP	MSP2F	MSP1R
SEQID00005837	3159	MSP	MSP2F	MSP1R
SEQID00001176	1774	ARGK	AK183F, AK183F	AK933R, AK933R
SEQID00003480	0456	18S		
SEQID00006459	1124	COI	B1490, B1490, JER, JER, JER	B2232, PAT, B2232, PAT, PAT
SEQID00001619	2948	WG	WG578F	WGABR
SEQID00002793	1331	COI	JER, JER, B1490	B2232, PAT, PAT
SEQID00005949	1129	28S	D1	D33
SEQID00000821	0469	28S	D1, NLF184	D3AR, D33-
SEQID00005140	1713	CAD	791F2, CD439F	CD688R, 1098R
SEQID00005774	1758	CAD	791F2	1098RA
SEQID00004064	2880	CAD	CD821F	CD1098R2
SEQID00000704	2824	ARGK	AK183F	AK933R
SEQID00003902	1943	WG	WG578F	WGABR
SEQID00005884	1250	CAD	806F, 791F2, 338F, 581F4, C1031F	843R, 680R2, 1098R, C1231R, 1098R
SEQID00006286	3079	ARGK	AK183F	AK933R
SEQID00005071	3598	WG	WG578F	WGABR
SEQID00001922	4692	ARGK	AK183F	AK933R
SEQID00000368	1129	WG	TRWG1F	BWGA2R
SEQID00004901	3636	CAD	CD439F, CD806F	C1098R2, CD688R
SEQID00000472	2514	TOPO	TP675F	TP932R
SEQID00001224	0611	WG		WG2, WGB
SEQID00002612	0314	CAD	CD439F, CD821F	C1098R2, CD688R
SEQID00004485	2716	ARGK	AK183F	AK933R
SEQID00000108	1557	WG	WGYF	WGABR
SEQID00001738	1466	TOPO	TP675F	TP932R
SEQID00002638	2714	TOPO	TP675F	TP932R
SEQID00005672	3983	28S		
SEQID00004390	2782	28S	NLF184	D3AR
SEQID00003921	1445	COI	LC1490	HC2198
SEQID00001272	1336	TOPO	TP675F	TP932R
SEQID00001319	1751	TOPO	TP675F	TP932R
SEQID00000664	0540	28S	D1MOD	D33
SEQID00006630	1542	WG	WGYF	WGABR
SEQID00000507	2509	WG	WG550F	WGABRZ
SEQID00000760	1541	28S	D1	D3
SEQID00000629	2816	MSP	MSP2F	MSP1R
SEQID00003669	0739	WG	WG1	WG2, WGB, WG2
SEQID00004420	2659	WG	WG550F	WGABRZ
SEQID00006364	1692	28S	D1	D3
SEQID00003442	2919	WG	WG550F	WGABRZ
SEQID00006647	2219	TOPO	TP675F	TP932R
SEQID00006356	1475	CAD	CD806F, CD439F, CD806F	CD1098R2, CD1098R2, CD668R
SEQID00004830	0907	28S	D1	D33-
SEQID00002400	1125	COI	JER, B1490, JER	PAT, PAT, B2232
SEQID00005652	3977	28S		
SEQID00006033	2192	TOPO	TP675F	TP932R
SEQID00003996	3514	MSP	MSP2F	MSP1R
SEQID00001951	0671	WG	WG1	WG2
SEQID00005497	1965	ARGK	AK270F	AK950R
SEQID00005968	1953	28S	D1	D3
SEQID00003267	2181	TOPO	TP675F	TP932R
SEQID00005290	1480	CAD	CD806F	1098R2
SEQID00001927	2037	COI	B1490	BCOI2R
SEQID00006499	1403	18S	760F, 18SAI, 518S, 18SBI	18L, 909R
SEQID00003929	1428	WG	WG578F	WGABR
SEQID00000788	1481	CAD	806F	1098R
SEQID00006023	1881	CAD	338F, 581F4, 791F2	1098R, 843R, 680R2
SEQID00005593	2489	28S	D1	D3
SEQID00006766	0409	WG		
SEQID00003030	1428	28S	D1	D3
SEQID00004180	2263	WG	WG578F	WGABR
SEQID00002352	0988	28S	D1, D1	D3, D33-
SEQID00000233	2831	CAD		
SEQID00003876	2794	28S	NLF184	D3AR
SEQID00001991	1709	18S	18SBI, 518S, 760F, 18SAI	18L, 909R
SEQID00000810	2759	18S	18SBI, 518S, 760F, 18SAI	18L, 909R
SEQID00006543	1464	CAD	CD439F, 806F	CD688R, 1098R
SEQID00003319	2188	28S	D1	D3
SEQID00000401	2872	CAD	CD806F, CD439F, CD806F	CD1098R2, CD668R, CD1098R2
SEQID00005465	1934	CAD	338F, 791F2, 581F4	1098R, 680R2, 843R
SEQID00001831	0666	28S	D1	D33-
SEQID00001263	3079	18S	518S, 18SAI, 760F, 18SBI	18L, 909R
SEQID00003757	2037	TOPO	TP675F	TP932R
SEQID00005780	1318	28S	D1	D33
SEQID00005246	1237	COI	B1490, JER	B2232, PAT
SEQID00004305	2336	ARGK	AK168F	AK939R
SEQID00002585	2741	ARGK	AK183F	AK933R
SEQID00001438	1436	COI	LC1490	HC2198
SEQID00001851	0671	28S	D1	D33-
SEQID00005079	1210	COI	B1490, JER	B2232, PAT
SEQID00005834	3247	MSP	MSP2F	MSP1R
SEQID00005893	2449	CAD	CD806F	1098R2
SEQID00005618	3527	CAD	CD806F	CD1098R2
SEQID00006387	0337	28S	D1	D3, D33-
SEQID00002713	2102	COI	B1490	BCOI2R
